职位,薪资,公司,公司信息,公司地址,地区,工作经验,学历,人数,时间,岗位信息
['高级大数据开发工程师'],['1.2-1.9万/月'],['南京华苏科技有限公司'],['民营公司| 1000-5000人| 通信/电信/网络设备 通信/电信运营、增值服务'],['上班地址 : 珠江新城侨鑫国际19楼'],['广州-天河区'],['3-4年工作经验'],['大专'],['2人'],['2019-02-22'],1、负责公司项目的开发和维护管理工作2、根据项目任务计划独立按时完成高质量的编码和测试工作；3、足够的学习热情，不断提高自身水平任职要求：1.三年以上大数据项目设计和开发经验，具备优秀的编程能力和良好的开发习惯。2.熟悉Spark和SparkStreaming架构；了解Hadoop生态组件相关技术，例如Hadoop、Hive、HBase、Storm等。3.熟练Java、Scala语言，熟悉Linux操作系统，熟练数据挖据机器学习算法和开发。4.具有认真的技术态度，良好的团队沟通和协作能力。
['大数据开发工程师'],['1.5-3万/月'],['深圳市零壹移动互联系统有限公司'],['合资| 150-500人| 互联网/电子商务'],['上班地址 : 坂田街道星河领创天下二期3楼'],['深圳-龙岗区'],['3-4年工作经验'],['本科'],['1人'],['2019-02-22'],1、深入理解业务需求，抽象系统数据模型，对数据进行清洗、分析、统计及接口开发。2、按时按质完成公司下达程度开发、系统评测等工作任务。3、定期维护系统程序，快速处理反馈回来的系统bug。职位要求：1、熟悉Hadoop/Spark生态系统组件的使用，包括hdfs、hive、yarn等工作原理与使用方法，至少2年的Spark(Core/Streaming/SQL)开发经验，熟悉Spark的应用开发、任务调度等相关技术2、Java基础扎实，理解io、多线程、集合等基础知识，能够熟练运用各种常用算法和数据结构，熟练掌握sql语言，有独立数据处理能力3、熟练运用MySql/MongoDB/Redis数据库4、对数据有着强烈兴趣，有部署大规模Hadoop集群经验者优先，有数据挖掘经验者优先5、工作认真细致，态度积极，责任心强，良好的沟通与团队配合能力。
['大数据开发工程师'],['1-1.5万/月'],['广东飞企互联科技股份有限公司'],['上市公司| 150-500人| 计算机服务(系统、数据服务、维修) 计算机软件'],['上班地址 : 珠海市南方软件园路1号南方软件园B1栋5层'],['珠海'],[],[],['若干人'],['2019-02-22'],"工作职责：
1、基于智慧城市业务和政务业务的需求，负责需求整理、数据采集，产品设计和开发工作；
2、参与智慧城市业务的数据仓库基础架构规划、ETL架构和规范制定；
3、负责数据仓库ETL部分和报表部分的开发和优化, 并及时解决ETL相关技术问题；
4、与团队内部以及需求部门进行有效沟通，跟进项目进度以及解决相关数据问题；
5、针对数据系统运行中出现的问题，提出解决方案。
岗位要求：
1. 有java或Python编程基础，熟悉常用数据库mysql或nosql
2. 熟悉大数据工具，如Hadoop、HBase、Spark、Docker等"
['数据开发工程师'],['0.8-1.4万/月'],['广州向日葵信息科技有限公司'],['合资| 500-1000人| 互联网/电子商务'],['上班地址 : 广州市天河区天河东路67号丰兴广场A座12楼全层'],['广州-天河区'],['1年工作经验'],['本科'],['若干人'],['2019-02-22'],开发工程师JD：工作职责：1、大数据仓库数据模型开发，作业调度，维护优化2、数据仓库平台组件升级，架构优化3、数据库运维、优化岗位要求：1.计算机等相关专业本科以上学历；2.至少1年以上的数据仓库开发经验；3.熟悉Linux系统，postgresql、mysql、hive一种或以上的数据库语法/操作4.具备良好的数据库及SQL性能调优能力。5.熟练使用shell，python，java，SQL一种或以上脚本语言；6.熟练使用kettle、hadoop、impala、hbase、flume、kafka、spark、redis、有实际项目经验7.具备良好的业务理解及分析能力；8.熟悉Tableau自助分析工具优先；9.有电商行业数据仓库项目经验优先；10.具备良好的沟通能力，团队协作能力，有团队管理经验优先
['大数据开发工程师'],['0.7-1.5万/月'],['福建天创信息科技股份有限公司'],['民营公司| 50-150人| 计算机软件'],['上班地址 : 福州海西科技园创业大厦16层'],['福州-闽侯县'],['2年工作经验'],['本科'],['若干人'],['2019-02-22'],"工作职责：1、技术研究：与公司技术方向一致的技术发展跟踪，新技术预研；2、技术培训：定期组织部门内部技术培训和技术交流；3、技术推广：确定采纳的新技术在部门内部有序组织试点、推广；4、技术积累：部门技术成果组织整理，提炼，积累，沉淀，复用。5、技术支持：面向部门提供技术难点支持。任职资格：1、掌握SpringBoot,mybatis等框架，精通java多线程、NIO、分布式等高级编程；2、精通面向对象分析设计方法，有独立的系统设计或有较丰富的OOA、OOD和OOP经验；3、掌握设计模式，有指导培养研发人员意识，能独立承担系统核心模块的设计与开发；4、熟悉Mysql、Oracle等关系型数据；5、熟悉Hadoop生态技术，如HBas，Hive等优先6、熟悉主流的MPP大数据库，例如gbase、gp等优先；7、熟悉分布式系统优先；8、良好的沟通能力和逻辑表达能力，具备良好的团队合作精神和主动意识。"
['大数据开发工程师'],['1-1.5万/月'],['上海晓联信息技术有限公司'],['民营公司| 50-150人| 计算机软件 互联网/电子商务'],['上班地址 : 丰台区海鹰路8号院3号楼'],['北京-丰台区'],['3-4年工作经验'],['大专'],['若干人'],['2019-02-22'],"民生银行项目
1.理解业务需求，负责相关子系统或模块的设计，
2.按照软件工程规范化要求，参与需求分析、系统设计、开发、测试、投产全过程
3.能够与客户进行技术问题的顺畅沟通

岗位要求
1、三年（含）以上基于J2EE架构（如SSH）开发经验，精通JAVA语言，熟练使用一种中间件（weblogic、JBOSS、Tomcat），熟
     练使用DB2数据库及AIX、Linux系统； 
2、熟练使用Struts2、Ajax、WebService、XML、Hibernate、Ibatis、Spring、JMS、RMI、redis
3、拥有分布式开发经验、熟练掌握zookeeper 、dubbo、分布式mq消息队列kafka、ibm mq
     等技术。
4、熟悉通用规则引擎开发drools
5、拥有大数据相关开发经验、了解storm、hbase、hadoop技术"
['大数据开发工程师'],['1-2万/月'],['广州云徙科技有限公司'],['创业公司| 150-500人| 互联网/电子商务 计算机软件'],['上班地址 : 鱼珠大沙地西鱼珠智谷创业产业园（地铁5号线出口）'],['广州-黄埔区'],['3-4年工作经验'],['本科'],['4人'],['2019-02-22'],"岗位职责： 1、配合大数据项目架构、落地大数据应用技术； 2、大数据应用平台的搭建及常见问题的解决、性能调优； 3、负责hadoop/Hive/Hbase/spark设计和实现。 4、构建数据的监测与分析体系；  岗位要求： 1、2年以上Hadoop/Hive/Hbase/Spark/Strom工作经验，有MR开发和分析经验,有1~2个大数据项目的实战经验； 2、熟悉Hadoop/Hive/Hbase原理及运维、调优方法; 3、有1-2年java开发经验，熟悉使用spring多个组件，如srping-boot,spring-cloud,spring-data等; 4、有数据库使用经验，如MySql、Oracle、SQLServer、HBase等；"
['大数据开发工程师'],['1-1.8万/月'],['广东数果科技有限公司'],['民营公司| 50-150人| 计算机软件 金融/投资/证券'],['上班地址 : 广州市天河区建工路9 号4楼B2B6'],['广州-天河区'],['2年工作经验'],['本科'],['1人'],['2019-02-22'],岗位职责：1、根据业务需求完成系统的设计、开发与维护；2、解决系统运行过程中出现的相关问题故障；3、负责数据的清洗工作并生成用户标签；岗位要求：1、本科以上学历，熟悉java或python开发；2、有大数据经验，掌握hadoop、hive，熟悉sql；3、具备较强的沟通能力，良好的学习能力；4、有用户行为分析、用户画像等相关工作优先考虑；5、能接受到上海出差。
['大数据开发工程师（杭州）'],['1.5-3万/月'],['浙江华为通信技术有限公司'],['合资| 150-500人| 通信/电信/网络设备 通信/电信运营、增值服务'],['上班地址 : 江淑路360号华为杭州培训基地'],['杭州-滨江区'],[],[],['3人'],['2019-02-22'],岗位职责：  1.参与大数据精准学平台设计与研发，在大数据采集、存储、分析及应用领域都会有所涉及。  2.参与需求分析、系统架构设计、并完成需求设计相应文档的编写。  3.参与核心代码实现、系统性能优化。  4.保质保量地完成项目组分配的开发任务。  5.协助项目经理进行技术支持工作，共同解决产品研发过程遇到的技术难题。     任职要求：  1. 具备3年及以上大数据系统开发经验，计算机相关专业本科及以上学历；  2. 有实时流处理经验，掌握Flink、Storm等实时处理框架；   3. 熟悉并会使用spark mllib、机器学习、自然语言处理等相关技术和算法；  4. 具有Hadoop/Spark，以及kafka、flume、hbase、hive、zookeeper等大数据生态圈实际开发经验。深入了解Hadoop/Spark生态圈产品的工作原理及应用场景；  5. 具备较强的数据分析，问题分析，逻辑思维能力，良好的沟通，团队协作能力。
['大数据开发工程师'],['1-2万/月'],['上海银橙文化传媒股份有限公司'],['上市公司| 150-500人| 互联网/电子商务 广告'],['上班地址 : 桂平路481号19号楼6楼'],['上海-徐汇区'],['2年工作经验'],[],['1人'],['2019-02-22'],职责：1、基于Hive， Spark，Hadoop的计算架构，进行大数据开发工作2、负责业务数据的收集，清洗，表设计及报表的开发和维护;3、负责数据平台的日常报表数据的监控、维护及优化;4、负责数据仓库etl流程优化及解决etl相关技术问题要求：1、本科以上学历，计算机专业背景毕业2年以上，丰富的项目经验；2、扎实的Java编程基础，熟悉面向对象设计及开发，熟悉常见的设计模式以及运用；3、熟悉Hadoop大数据生态圈，熟练使用HDFS、MapReduce、Hive、Hbase等4、有基于Hadoop/hbase/spark系统开发和调优的经验5、熟练掌握MYSQL、sqlserver等主流数据库及常用SQL6、熟悉Python/Perl/Bash shell等脚本编程语言7、有互联网工作经验和Hadoop数据处理经验者优先8、有广告行业开发经验优先
['大数据开发工程师'],['0.8-1.2万/月'],['食品安全与营养（贵州）信息科技有限公司'],['民营公司| 50-150人| 计算机软件 检测，认证'],['上班地址 : 成都市高新区蜀锦路88号1栋2单元楚峰国际中心40层03单元'],['成都-高新区'],['3-4年工作经验'],['大专'],['1人'],['2019-02-22'],"岗位职责：1. 大数据平台数据治理，包括结构化，半结构化和非结构化数据；2. 云平台应用数据ETL开发；3. 建立业务数据数学模型；4. 根据数据特性设计存储模型；5. 提供不同维度的数据支持分析应用。任职要求：1. 本科学历3年工作经验，硕士学历2年工作经验；2. 熟悉Hadoop生态和原理,熟练编写MapReduce程序；3. 熟悉Mysql/SQLite/PostgreSQL/Oracle两种主流数据库；4. 深入了解Hive或impala、Spark执行原理和性能调优。对大规模数据并行计算、传输、处理等有一定的经验；5. 熟练使用Hbase进行分布式数据存储以及二级索引建立；6. 熟练使用Python/Scala/java中的一种语言进行开发；7. 有企业级数据库仓库规划、建设、开发工作经验者优先。"
['数据开发工程师'],['1.2-2万/月'],['广州市有车以后信息科技有限公司'],['民营公司| 150-500人| 互联网/电子商务'],['上班地址 : 广州市海珠区新港西路135号中山大学国家大学科技园B座14楼'],['广州-海珠区'],['1年工作经验'],['本科'],['1人'],['2019-02-22'],职位描述：1，收集及整理业务需求，协助完成日常运营支撑，完善现有项目的指标体系2，根据具体业务，建立分析框架，密切关注业务数据表现，协助指导业务策划用户增长及传播方案3，对海量用户行为进行分析，挖掘数据潜在价值，协助产品、运营规划，推进用户标签化及分类管理4，根据实际业务要求能进行较深入的专项数据分析及相关研究5，能参与数据挖掘模型的构建、维护、部署、评估，应用到实际业务职位要求：1，本科及以上学历，1-3年数据分析相关工作经验，车企、新媒体等相关工作经验优先2，有深厚的统计学、数学、数据挖掘知识，能根据实际业务设计数据模型，有搜索引擎、用户画像、个性化推荐等经验优先3，精通sql，熟悉python、shell、java等至少一门语言4，熟悉大数据组件使用，不局限于hadoop\hive\spark5，对数据敏感，较好逻辑思维能力，能发现关键数据、解决关键问题6，良好的职业操守，自主驱动强，有独立工作和承受压力的能力
['大数据开发实习生（珠海）'],[],['亚信科技（中国）有限公司'],['外资（欧美）| 通信/电信/网络设备'],[],['珠海'],['本科'],[],['若干人'],['2019-02-22'],【工作职责】1、负责数据处理解决方案的设计与实施，以满足特定行业的生产需求；2、负责大数据相关组件进行二次开发；3、负责大数据的应用开发；4、负责研发族群文档编写 。【职位要求】1、2020届应届毕业生，本科及以上学历，计算机软件、通讯相关专业；2、较强的编程(JAVA/Scala)以及脚本编写基础；3、大数据以及分布式计算领域相关基础知识；4、熟悉至少一种如下大数据相关组件，如：Hadoop/Spark/Kafka/Hbase/Hive/Storm/HAWQ/ /AMBARI/Solr；5、性格开朗，学习及语言表达能力强，善于与人沟通、交流 。
['大数据开发工程师'],['1.2-3.5万/月'],['南宁市迈越软件有限责任公司'],['上市公司| 150-500人| 计算机软件 多元化业务集团公司'],['上班地址 : 成都市天府大道北段1700号环球中心N3（4栋1单元）1619号'],['成都-高新区'],[],[],['10人'],['2019-02-22'],"工作职责1、参与大数据平台架构的整体规划和设计；2、研究、设计和验证基于大数据的数据挖掘的解决方案，负责数据挖掘算法的实现及优化；3、应用大数据、机器学习相关的技术，建立分析模型，并转化为可实现的程序；任职资格1、计算机或数学相关专业毕业，有扎实的数据结构和算法基础，或者有较好的数学功底；2、熟悉常见的机器学习和数据挖掘算法，掌握其原理、评价方法和适用条件，并有相关的项目经验；3、熟悉Hadoop/HBase/Spark/Storm/Hive，熟悉数据挖掘策略与算法；4、有良好的编程基础(Python, R, Java, C#）5、熟悉SPSS或SAS等快速建模工具，针对数据评估何种算法比较合适； 6、有公安领域从业经验者优先。"
['数据开发岗-银联大数据部'],['1-1.5万/月'],['银联智策顾问（上海）有限公司'],['合资| 50-150人| 专业服务(咨询、人力资源、财会)'],['上班地址 : 上海市浦东新区世纪大道1239号世纪大都会'],['上海-浦东新区'],['2年工作经验'],['本科'],['30人'],['2019-02-22'],"1、负责基于大数据平台的数据产品、数据服务等应用系统开发工作；2、负责数据清洗、加工等ETL开发工作；  3、负责大数据平台优化升级、功能管理和日常维护等相关工作，不断提升平台的处理与服务性能；4、从事大数据技术研究和开发工作，跟进大数据技术发展方向。任职要求：1、大学本科学历以上,985、211院校优先录取2、熟练掌握java，具有hadoop或者spark的开发经验；3、熟悉并掌握一项或多项常用的大数据相关的工具的使用和开发，Python/Hadoop/MapReduce/Spark/Hive/Kafka等；4、熟练使用SQL，熟悉数据库原理，熟练使用至少一种主流关系型数据库；5、熟悉Linux操作系统，熟练使用常用命令，熟练使用shell脚本；6、计算机相关专业本科及以上学历，扎实的计算机基础，至少具备一年以上开发经验；                                                 7、有大规模互联网数据仓库、数据平台设计经验者优先。"
['大数据开发工程师'],['1.2-2.5万/月'],['广州迈傲信息科技有限公司'],['创业公司| 50-150人| 计算机服务(系统、数据服务、维修) 计算机软件'],['上班地址 : 广州市黄埔区科学城科汇金谷4街11号901单元'],['广州'],['3-4年工作经验'],['本科'],['若干人'],['2019-02-22'],1、基于海量用户行为数据和其他数据，根据业务需求，设计开发可扩展的大数据处理分析算法，挖掘用户属性和行为特征;2、负责数据清洗和过滤、特征抽取、参数选择、算法实验、效果分析；3、业务的策略优化及算法研发，提供先进、适用的解决方案（模型）；4、负责大数据平台及其相应算法的部署，维护大数据平台的稳定运行；5、负责大数据相关的其它相关业务需求。任职要求:1、本科或以上学历，计算机相关专业，3年以上的大数据平台开发经验；2、深入理解云计算、大数据产品和数据分析相关技术和实现方法，并具有相关项目经验；3、精通Hadoop、Hive、Spark、storm等大数据平台开源软件；4、至少精通Java，Python，Scala一种语言，熟悉掌握MYSQL；5、熟悉大数据挖掘、可视化分析，各种BI算法和产品等；6、在互联网企业从事大数据架构设计、大数据应用经验者优先考虑。
['大数据开发工程师'],['2-2.5万/月'],['深圳市保利物业管理集团有限公司'],['民营公司| 1000-5000人| 物业管理/商业中心'],['上班地址 : 南山区科技园中三路国人通信大厦'],['深圳-南山区'],['3-4年工作经验'],['本科'],['1人'],['2019-02-22'],职责描述：1.负责打造数据平台内容的设计、开发工作，实现高质量数据的互通与共享；2.负责数据模型体系构建及数据主题设计和开发，搭建离线、实时数据公共层；3.负责数据产品与应用的数据研发，发掘数据商业价值，打造极致用户体验的数据产品；4.负责大数据生产系统的容量把控、性能优化、成本优化和效率提升；任职要求：1.计算机相关专业本科及以上学历，三年以上数据研发经验，有AI数据服务开发工作经验的优先；2.扎实的数据仓库理论基础，熟悉数据仓库模型设计，应用层建设有比较丰富的经验；3.掌握数据库开发技术，具备海量数据加工处理（ETL）相关经验，有数据库建模经验，灵活运用SQL实现数据ETL加工处理；4.熟悉Hadoop生态相关技术并有相关实践经验；5.熟练掌握实时流计算技术；6.热爱大数据，性格沉稳，积极乐观，诚信，有较强的语言表达能力；具备强烈的进取心、求知欲及团队合作精神；
['（某500强知名企业）大数据开发工程师'],['1.5-2万/月'],['西安瀚特人力资源有限公司'],['民营公司| 少于50人| 专业服务(咨询、人力资源、财会) 互联网/电子商务'],['上班地址 : 高新区'],['西安-高新技术产业开发区'],['5-7年工作经验'],['本科'],['若干人'],['2019-02-22'],"任职要求:1. 扎实的编程基础，熟悉JAVA, scala, python, shell等开发语言，熟悉jvm，web开发；2. 熟练掌握linux下的基本操作。3. 4年左右的互联网开发经验，熟悉Java EE相关的主流开源框架，如SpringBoot、iBatis、struts等；4. 熟悉常用的数据库，包括mysql, mongoDB, redis等；5. 熟悉目前正在发展的大数据分布式平台前沿技术的应用；包括但不仅仅限于：hadoop、storm、spark、hbase等等；6. 了解日志运输工具flume, 了解分布式发布订阅消息系统kafka;7. 有企业及数据仓库项目开发经验的优先考虑。"
['大数据开发工程师（高级）'],['2-2.5万/月'],['北京恩典金鼎知行科技有限公司'],['民营公司| 少于50人| 计算机软件'],['上班地址 : 北京市海淀区紫竹院路69号中国兵器大厦8层'],['北京-海淀区'],['本科'],[],['若干人'],['2019-02-22'],"大数据开发工程师（高级）任职资格1、5年及以上Java和大数据开发工作经验；2、本科以上学历，计算机相关专业毕业；3、逻辑思维清晰，良好的语言沟通表达能力；4、有良好的团队合作精神；5、有良好的学习发展潜力；6、端正的求职动机；岗位职责1、精通Java，Java基础扎实，熟悉集合、IO、多线程，熟悉JVM；2、对SpringMVC、SpringBoot、Mybatis等开源框架有深刻理解；3、熟悉SpringCloud、Dubbo等微服务解决方案、熟悉SOA，有平台化实施经验优先；4、熟悉目前主流的缓存框架Redis、Memcached、ehcache等；5、精通并发编程，熟悉分布式、消息队列等机制；6、熟悉面向对象设计开发，熟悉各种常用设计模式，能编写高质量简洁清晰的代码；7、熟悉RESTful,HTTP协议；8、熟悉Maven,Jenkins,JUnit等工具；9、熟练掌握数据库Oracle或MySql，能够熟练进行SQL编程，熟悉数据备份方法及策略；10、熟练掌握Linux，Shell编程；11、熟悉大数据（Hadoop,Spark,HBase,Hive等）平台开发；12、有一定的运维能力，对DevOps/CI/CMDB/MVC/微服务/容器等知识理念及应用有一定的理解优先；13、了解机房设备及常规网络结构；14、了解常见运维工具（如ELK、Saltstack、Puppet、Cacti、Zabbix、Jenkins等）；"
['高级大数据开发工程师/架构师'],['2.5-3.5万/月'],['深圳市全民点游科技有限公司'],['民营公司| 150-500人| 互联网/电子商务 网络游戏'],['上班地址 : 南海大道1031号万海大厦C座503-504'],['深圳-南山区'],['5-7年工作经验'],['大专'],['2人'],['2019-02-22'],岗位职责：1、负责公司大数据平台搭建工作；2、负责各项目海量日志信息收集、分析/查询、分布式存储、的代码实现；3、协助建立并完善数据的分析挖掘流程及体系。任职要求：1、大专以上学历，5年以上相关工作经验；2、精通Linux操作系统，熟悉Java、Scala、Python开发常用语言框架，多种为佳；3、4年以上大数据项目实战经验，两个项目的架构设计经验，熟悉Hadoop、Hbase、Storm、Spark等开源框架，并熟悉其工作原理；4、有Hadoop、Spark、Hbase、ES平台性能调优经验，有大数据相关组件性能调优经验或机器学习经验优先考虑；5、熟悉其它分布式相关技术，包括HDFS，Hive、Redis、Mongodb、Flume、Kafka、Sqoop、Zookeeper、ElasticSearch、Kylin等；6、熟悉关系型数据库如oracle、mysql、PostgreSQL及数据库编程；7、能够根据项目情况安排人力、分配任务，具有较强的团队管理能力；8、具有一定的项目规划和决策能力，善于捕捉业务需求、架构设计存在的问题，并给出有效的解决措施和方法；9、具有高度的抽象设计能力，思路清晰，善于思考，能独立分析和解决问题，能独立了解数据需求，并可以转化成分析产品设计，并能独立进行代码实现，责任心强，具备良好的团队合作精神和承受压力的能力；10、熟悉整个大数据的完整处理流程（数据的采集、清洗、预处理、存储、分析挖掘、机器学习和数据可视化等）；11、熟悉使用hdp优先。
['大数据开发工程师'],['2-4万/月'],['宁波甬骏电子商务有限公司'],['民营公司| 150-500人| 互联网/电子商务 金融/投资/证券'],['上班地址 : 西湖区文三路478号华星时代广场A座401室'],['杭州'],[],[],['1人'],['2019-02-22'],岗位职责：1.负责将大数据建模技术应用到金融业务领域。负责金融业务的数据挖掘建模工作，范围从模型的研究、部署、监控、维护到迭代全过程，以满足金融业务对各种模型的发展需要，模型主要类型包括各种风控模型、营销模型以及产品定价模型等，具体包括但不限于信用评分卡、新老客户额度模型、利率模型、差异化营销模型等；2.负责从模型的研究、部署、监控、维护到迭代全过程工作；3.负责梳理和设计模型相关的监控和分析报表需求，做好模型的监控、分析和维护工作；4.负责跟进业务线上表现及时发现业务异常并与技术有效沟通，保证线上模型和策略的正常稳定，做到与各合作部门以及外部合作商能够及时、有效沟通。任职要求：1.本科及以上学历，数学、应用数学、金融数学、统计学、自动化、人工智能相关专业优先；2.三年以上数据模型建设工作经验，了解建模背后原理，熟悉多种业界数据产品实施方案，能创造性的通过建模解决业务问题；3.熟悉使用SQL，SAS，R等数据库和统计分析软件进行数据分析和模型开发；4.良好的沟通协调能力和大局意识，能够快速推动工作执行落地；5.具有金融行业或征信机构工作经验者优先考虑。
['大数据开发工程师助理5K+双休'],['4.5-6千/月'],['郑州海之城网络科技有限公司'],['民营公司| 150-500人| 机械/设备/重工 电子技术/半导体/集成电路'],['上班地址 : 河南省郑州市金水区花园路信息大厦'],['郑州-经开区'],['无工作经验'],['大专'],['6人'],['2019-02-22'],"1、辅助完成大数据项目过程中的数据提取、数据分析、数据展示工作，编制数据分析报告；岗位要求：1、大专及以上学历，可接受优秀应届毕业生；19-28岁2、工作细致，有耐心，善于沟通组织协调、具有一定的问题解决能力；3、对数据敏感，较好的逻辑分析能力，喜欢数据分析工作；福利待遇：1、工作时间：早九晚六，8小时工作制，双休2、国家法定节日正常休息,无需加班；3、福利：五险一金，享受带薪年假、婚假、病假、餐补；4、公司定期组织员工旅游及户外活动、聚餐等；4、工作环境干净整洁，地铁口交通便利"
['大数据开发工程师'],['1.5-2万/月'],['公安部第三研究所信息安全技术处'],['国企| 150-500人| 计算机软件'],['上班地址 : 上海市浦东新区毕昇路339号B座4-5楼'],['上海'],['3-4年工作经验'],['本科'],['1人'],['2019-02-22'],岗位职责:1. 参与公司相关产品的需求分析和转换2. 为售前和产品提供大数据分析和服务相关的技术支撑和方案3. 负责公司大数据相关产品的预研、导入和开发4. 负责解决开发过程中的技术问题5. 负责逐步建立大数据研发团队岗位要求：1. 计算机及相关专业毕业，本科学历至少工作三以上，硕士学历至少工作两年以上2. 精通Hadoop生态及相关的各种组件并具备一年以上实战经验，包括但不限hadoop/hive/spark/storm/elasticsearch/redis/hbase/kafka/flume等3. 熟悉大规模数据挖掘、机器学习、自然语言处理、 分布式计算中一项或多项技术，并具备实际工作经验4. 熟悉MongoDB等NoSQL数据库，具备NoSQL数据库实际工作经验者优先考虑5. 熟悉Java开发语言，熟悉大数据分析生态内的各种开源解决方案6. 具备快速学习掌握新知识的能力，优秀的分析、解决问题能力，具备良好的抽象归纳能力和创新能力，对新技术有钻研精神7. 熟悉软件工程，熟悉技术文档的编写；具备良好的沟通能力和团队协作精神；对事业充满激情，责任心强，能够承受较大的工作压力
['大数据开发工程师'],['1.7-3万/月'],['杭州玖欣物联科技有限公司'],['民营公司| 50-150人| 计算机服务(系统、数据服务、维修) 计算机硬件'],['上班地址 : 滨江区物联网街451号芯图大厦504室'],['杭州-滨江区'],['5-7年工作经验'],['本科'],['1人'],['2019-02-22'],"岗位职责： 1、负责公司物联网平台大数据开发，负责大数据平台各子系统中的系统设计/模块设计，并承担其中核心框架和模块的开发工作； 2、负责按计划高质量地完成系统的开发落地实现，保证系统的各项质量属性顺利达成； 3、负责与大数据平台其他相关系统开发团队的进行开发联调、配合完成系统测试/集成测试； 4、负责大数据集群管理、搭建和运维；岗位要求： 1、熟悉数据仓库模型设计和精通ETL开发经验 ，掌握3NF,Kimball的维度建模设计方法，具备海量数据加工处理（ETL）相关经验 ；2、拥有数据质量校验与评价，元数据校验与评价，数据接口服务及接口标准定义，主题数据服务，非结构化数据服务，主数据服务等处理经验；3、熟悉大数据处理相关产品架构和技术（如Hadoop/Hive/HBase/Spark/Kafka/Storm/Flume等），对内部实现机制深入了解，对其中的部分组件能进行源代码级的研究和优化；4、有3年以上大数据平台实际的相关产品和项目开发经验；或熟悉平台各组件的应用开发接口并有3年以上实际的相关应用软件开发经验； 5、了解各种互联网常用开源软件（如Zookeeper/Redis等），有知名互联网/软件/通信厂商大型项目经验者优先；6、熟悉Linux系统常规shell处理命令，灵活运用shell做的文本处理和系统操作 ；7、熟练掌握一门或多门编程语言，并有大型项目建设经验者优先，重点考察Python、Perl、java ；8、熟悉数据仓库领域知识和技能者优先，包括但不局限于：数据开发测试工具与方法、数据质量等。"
['Java软件工程师大数据开发'],['0.8-1万/月'],['阁瑞钛伦特软件（北京）有限公司'],['民营公司| 50-150人| 计算机软件'],['上班地址 : 北京市朝阳区高碑店文化新大街爱家臻品宫二层'],['北京'],['1年工作经验'],['大专'],['25人'],['2019-02-22'],一、Java+oraCle+大数据实习工程师任职要求：①理工科，有志于在IT行业发展；计算机（网络)、电子信息、软件工程、（电气）自动化、测控、生仪、机电等专业。②有计算机语言基础者优先，如：C\C++、Java、.NET等。16、软件测试工程师初级岗位职责：1、完成软件的功能、兼容性测试，编写测试计划、测试用例、测试报告等相关文档；  2、搭建测试环境、执行测试用例，提交bug和进行回归测试；  3、根据测试用例执行测试工作，进行分析测试结果，及时跟踪推动问题及时解决；  4、与开发团队进行有效沟通，推动测试中发现的问题并及时解决。任职要求：                                    1、大学专科以上学历，两年以上软件测试经验；  2、了解软件测试理论、方法和过程；熟悉软件测试流程和规范，熟悉软件测试方法和策略，能熟练运用各种黑盒测试用例设计方法；  3、具备一定的软件需求分析能力、良好的用例设计能力；
['AI/大数据开发工程师'],['1-1.5万/月'],['北京天助盈通技术有限公司'],['民营公司| 50-150人| 医疗设备/器械 计算机软件'],['上班地址 : 杭州市萧山区钱江世纪城博地中心C座3403室'],['杭州'],['1年工作经验'],['本科'],['1人'],['2019-02-22'],"岗位职责：1、开发基于人工智能、大数据、物联网等先进技术打造的全新智能平台。2、平台从数量庞大的终端设备采集结构化数据（如医疗数据等）及非结构化数据（如图片、视频），云端会对这些海量数据进行实时计算、分析和挖掘，并通过web、微信、移动APP等各种前端应用向用户提供SaaS模式的云服务。3、开发大数据中心的核心功能模块，包括数据采集、分布式数据存储、数据批处理、流式计算、数据挖掘等方面。岗位要求：1.计算机科学与技术、软件工程、或其他计算机相关专业本科及以上学历；2.一年以上大数据平台类项目的实战经验，热爱数据，对从海量数据中挖掘价值有浓厚兴趣；3. 精通Java或Python开发（至少其一），熟悉传统的数据仓库和BI等相关技术：ETL，DW，BI, OLAP等；4. 精通SqlServer、Oracle等常用关系数据库，以及MongoDB、Redis等NoSQL数据库，熟悉构化和非结构化建模，具有丰富的数据库设计经验；5. 熟悉大数据生态技术：有Hadoop、Zookeeper、HBase、Hive、Flume、Kafka、Sqoop、Spark等实际项目经验，6. 逻辑思路清晰、具备较强的创新能力，热衷于技术发展，愿意以技术路线作为职业发展方向；7. 责任心强，具有较强的抗压能力，沟通能力和执行能力；加分项：1. 有BAT背景，或大型互联网公司大数据实际项目经验加分；2. 有从从事过HANA相关开发；3. 研究过Hadoop、Spark等源码者加分；4. 熟悉常用机器学习（包含深度学习）算法，能够运用R、Python、SAS工具等实现算法功能落者加分；"
